Round score,Diff_Sig_Strikes_Attempted,Diff_Sig_Strikes_Landed,Diff_KD,Diff_TD,Diff_Sub_Attempts,Diff_Ctrl_Time,Diff_Head_Strikes
1,44,21,0,-1,0,-159,11
-1,-44,-21,0,1,0,159,-11
1,-4,-8,0,2,0,63,-3
-1,4,8,0,-2,0,-63,3
1,7,5,0,1,0,51,9
-1,-7,-5,0,-1,0,-51,-9
1,7,4,0,4,1,265,4
-1,-7,-4,0,-4,-1,-265,-4
1,-16,-1,0,2,0,225,1
-1,16,1,0,-2,0,-225,-1
1,19,-4,0,0,0,-3,-3
-1,-19,4,0,0,0,3,3
1,-26,-6,0,0,0,5,5
-1,26,6,0,0,0,-5,-5
1,-5,1,0,-1,0,123,1
-1,5,-1,0,1,0,-123,-1
1,-12,4,0,0,0,72,6
-1,12,-4,0,0,0,-72,-6
1,-3,17,1,0,0,154,19
-1,3,-17,-1,0,0,-154,-19
1,4,4,0,1,0,87,0
-1,-4,-4,0,-1,0,-87,0
1,11,16,0,2,0,219,9
-1,-11,-16,0,-2,0,-219,-9
2,11,14,0,2,1,248,14
-2,-11,-14,0,-2,-1,-248,-14
1,40,17,0,0,0,0,9
-1,-40,-17,0,0,0,0,-9
1,22,10,0,0,0,-11,7
-1,-22,-10,0,0,0,11,-7
1,13,-5,0,2,0,80,-3
-1,-13,5,0,-2,0,-80,3
1,-7,8,1,0,0,28,8
-1,7,-8,-1,0,0,-28,-8
1,-24,-7,0,1,0,35,-2
-1,24,7,0,-1,0,-35,2
1,6,6,0,1,0,-163,-1
-1,-6,-6,0,-1,0,163,1
1,3,9,0,0,0,0,11
-1,-3,-9,0,0,0,0,-11
1,-2,-4,0,0,0,10,-5
-1,2,4,0,0,0,-10,5
1,15,4,0,0,0,0,13
-1,-15,-4,0,0,0,0,-13
1,9,14,0,0,0,0,1
-1,-9,-14,0,0,0,0,-1
1,17,4,0,0,0,5,10
-1,-17,-4,0,0,0,-5,-10
1,8,-17,0,0,0,0,-9
-1,-8,17,0,0,0,0,9
1,12,7,0,1,0,267,7
-1,-12,-7,0,-1,0,-267,-7
1,5,0,0,1,-1,265,0
-1,-5,0,0,-1,1,-265,0
1,9,2,0,-2,0,-209,0
-1,-9,-2,0,2,0,209,0
1,24,4,0,-1,0,-68,8
-1,-24,-4,0,1,0,68,-8
1,2,3,0,3,0,162,-5
-1,-2,-3,0,-3,0,-162,5
1,45,25,0,-2,0,-112,26
-1,-45,-25,0,2,0,112,-26
1,13,0,0,-2,0,-77,-6
-1,-13,0,0,2,0,77,6
1,20,16,0,-1,0,-7,10
-1,-20,-16,0,1,0,7,-10
1,16,10,1,-1,0,-9,9
-1,-16,-10,-1,1,0,9,-9
1,2,-4,0,0,0,0,-2
-1,-2,4,0,0,0,0,2
1,1,20,0,0,0,0,17
-1,-1,-20,0,0,0,0,-17
1,-6,-2,0,1,0,14,4
-1,6,2,0,-1,0,-14,-4
1,-2,6,0,1,0,4,4
-1,2,-6,0,-1,0,-4,-4
1,-2,0,0,-1,1,-119,0
-1,2,0,0,1,-1,119,0
1,1,-1,0,-1,1,163,-1
-1,-1,1,0,1,-1,-163,1
1,-8,1,0,-1,-1,-76,7
-1,8,-1,0,1,1,76,-7
1,9,0,0,3,0,207,2
-1,-9,0,0,-3,0,-207,-2
1,23,16,0,2,0,227,12
-1,-23,-16,0,-2,0,-227,-12
1,11,6,0,1,0,-148,2
-1,-11,-6,0,-1,0,148,-2
1,-6,-4,0,1,0,224,2
-1,6,4,0,-1,0,-224,-2
1,-15,12,0,0,0,35,7
-1,15,-12,0,0,0,-35,-7
1,18,20,0,-2,0,-34,3
-1,-18,-20,0,2,0,34,-3
1,30,20,0,-1,0,-9,-2
-1,-30,-20,0,1,0,9,2
1,37,20,0,0,0,-6,-8
-1,-37,-20,0,0,0,6,8
1,0,-1,-1,1,0,123,-1
-1,0,1,1,-1,0,-123,1
1,-4,-11,0,-2,0,-269,-4
-1,4,11,0,2,0,269,4
1,10,8,0,0,0,24,13
-1,-10,-8,0,0,0,-24,-13
1,14,5,0,0,0,-29,1
-1,-14,-5,0,0,0,29,-1
1,23,18,0,-2,0,-98,11
-1,-23,-18,0,2,0,98,-11
1,10,4,0,0,0,0,-5
-1,-10,-4,0,0,0,0,5
1,-9,-1,0,0,0,-49,-4
-1,9,1,0,0,0,49,4
1,9,1,0,0,0,-33,-5
-1,-9,-1,0,0,0,33,5
1,-16,1,0,0,0,30,3
-1,16,-1,0,0,0,-30,-3
1,2,2,0,1,0,136,7
-1,-2,-2,0,-1,0,-136,-7
1,-21,2,0,1,0,100,7
-1,21,-2,0,-1,0,-100,-7
1,-2,7,0,0,0,-1,-2
-1,2,-7,0,0,0,1,2
1,7,8,2,0,0,-25,7
-1,-7,-8,-2,0,0,25,-7
1,25,4,0,0,0,20,3
-1,-25,-4,0,0,0,-20,-3
1,14,17,0,5,0,66,18
-1,-14,-17,0,-5,0,-66,-18
1,42,29,0,1,0,162,28
-1,-42,-29,0,-1,0,-162,-28
1,6,3,0,3,0,225,3
-1,-6,-3,0,-3,0,-225,-3
1,-3,-2,0,1,0,16,-11
-1,3,2,0,-1,0,-16,11
1,8,17,0,3,0,76,1
-1,-8,-17,0,-3,0,-76,-1
1,0,1,0,-1,0,6,13
-1,0,-1,0,1,0,-6,-13
1,10,12,0,0,0,-45,-1
-1,-10,-12,0,0,0,45,1
1,6,1,0,0,2,54,4
-1,-6,-1,0,0,-2,-54,-4
1,21,14,0,-1,0,12,2
-1,-21,-14,0,1,0,-12,-2
1,18,24,0,0,0,41,8
-1,-18,-24,0,0,0,-41,-8
1,-1,-3,0,1,0,262,-3
-1,1,3,0,-1,0,-262,3
1,34,14,1,-1,1,-26,7
-1,-34,-14,-1,1,-1,26,-7
1,32,6,0,0,0,-50,7
-1,-32,-6,0,0,0,50,-7
1,-8,0,0,0,0,207,4
-1,8,0,0,0,0,-207,-4
1,5,10,0,1,0,130,7
-1,-5,-10,0,-1,0,-130,-7
1,28,22,1,0,0,184,17
-1,-28,-22,-1,0,0,-184,-17
1,29,30,0,1,0,113,22
-1,-29,-30,0,-1,0,-113,-22
2,27,16,0,4,0,158,26
-2,-27,-16,0,-4,0,-158,-26
1,-14,-6,0,3,1,137,5
-1,14,6,0,-3,-1,-137,-5
1,2,-8,0,2,0,173,-7
-1,-2,8,0,-2,0,-173,7
1,2,7,0,1,0,256,7
-1,-2,-7,0,-1,0,-256,-7
1,-9,0,0,1,0,105,10
-1,9,0,0,-1,0,-105,-10
1,-15,3,0,1,0,146,6
-1,15,-3,0,-1,0,-146,-6
1,-5,-11,0,0,0,18,7
-1,5,11,0,0,0,-18,-7
1,18,9,0,0,0,-4,-4
-1,-18,-9,0,0,0,4,4
1,-5,-2,0,1,2,229,-1
-1,5,2,0,-1,-2,-229,1
1,-2,-6,0,1,0,105,-4
-1,2,6,0,-1,0,-105,4
1,20,17,0,-1,-1,-108,5
-1,-20,-17,0,1,1,108,-5
1,-7,-3,0,1,0,210,1
-1,7,3,0,-1,0,-210,-1
1,3,11,0,0,0,0,4
-1,-3,-11,0,0,0,0,-4
1,7,5,0,0,0,60,2
-1,-7,-5,0,0,0,-60,-2
1,2,1,0,-1,1,147,1
-1,-2,-1,0,1,-1,-147,-1
1,21,17,0,0,-1,35,16
-1,-21,-17,0,0,1,-35,-16
1,4,9,0,2,0,91,1
-1,-4,-9,0,-2,0,-91,-1
1,8,3,0,2,-2,-36,1
-1,-8,-3,0,-2,2,36,-1
1,11,8,0,0,0,0,0
-1,-11,-8,0,0,0,0,0
1,-7,3,0,1,0,38,-2
-1,7,-3,0,-1,0,-38,2
1,-14,8,0,0,0,0,5
-1,14,-8,0,0,0,0,-5
1,6,-2,0,1,0,52,0
-1,-6,2,0,-1,0,-52,0
1,9,16,0,1,0,135,11
-1,-9,-16,0,-1,0,-135,-11
1,33,29,0,0,0,7,22
-1,-33,-29,0,0,0,-7,-22
1,-14,-7,0,0,0,0,3
-1,14,7,0,0,0,0,-3
1,7,10,0,-1,0,-2,11
-1,-7,-10,0,1,0,2,-11
1,-17,-7,0,0,0,0,-15
-1,17,7,0,0,0,0,15
1,30,17,0,0,0,37,18
-1,-30,-17,0,0,0,-37,-18
1,12,1,0,1,0,150,-3
-1,-12,-1,0,-1,0,-150,3
1,-1,0,0,1,0,63,2
-1,1,0,0,-1,0,-63,-2
1,-2,8,0,0,0,0,3
-1,2,-8,0,0,0,0,-3
1,8,12,1,1,0,124,6
-1,-8,-12,-1,-1,0,-124,-6
1,9,12,0,1,0,277,11
-1,-9,-12,0,-1,0,-277,-11
1,-5,-7,1,0,0,-35,-3
-1,5,7,-1,0,0,35,3
1,7,6,0,0,0,-3,-1
-1,-7,-6,0,0,0,3,1
1,4,6,0,2,0,84,7
-1,-4,-6,0,-2,0,-84,-7
1,-9,0,0,0,0,-19,4
-1,9,0,0,0,0,19,-4
1,24,14,0,1,0,42,7
-1,-24,-14,0,-1,0,-42,-7
1,-9,-7,0,0,0,-31,-1
-1,9,7,0,0,0,31,1
1,15,8,0,0,0,-9,9
-1,-15,-8,0,0,0,9,-9
1,8,15,0,0,0,-7,13
-1,-8,-15,0,0,0,7,-13
1,27,18,0,1,0,0,12
-1,-27,-18,0,-1,0,0,-12
1,-13,5,0,0,0,21,8
-1,13,-5,0,0,0,-21,-8
1,-15,4,0,1,2,130,8
-1,15,-4,0,-1,-2,-130,-8
1,37,4,0,-1,0,-56,3
-1,-37,-4,0,1,0,56,-3
1,7,3,0,1,0,139,2
-1,-7,-3,0,-1,0,-139,-2
1,-2,2,0,1,0,124,1
-1,2,-2,0,-1,0,-124,-1
1,-12,-7,0,-1,1,-207,-1
-1,12,7,0,1,-1,207,1
1,-4,3,0,1,0,110,-1
-1,4,-3,0,-1,0,-110,1
1,2,0,0,0,0,89,-1
-1,-2,0,0,0,0,-89,1
1,1,8,0,3,0,47,7
-1,-1,-8,0,-3,0,-47,-7
1,-5,-10,0,0,0,0,1
-1,5,10,0,0,0,0,-1
1,16,5,1,0,0,6,14
-1,-16,-5,-1,0,0,-6,-14
1,-34,-4,0,2,0,29,0
-1,34,4,0,-2,0,-29,0
1,-7,9,0,1,0,44,6
-1,7,-9,0,-1,0,-44,-6
1,22,14,0,1,0,186,12
-1,-22,-14,0,-1,0,-186,-12
1,-3,9,0,0,0,83,3
-1,3,-9,0,0,0,-83,-3
1,11,8,0,1,0,165,7
-1,-11,-8,0,-1,0,-165,-7
1,7,7,0,0,0,5,3
-1,-7,-7,0,0,0,-5,-3
1,15,7,0,0,0,111,4
-1,-15,-7,0,0,0,-111,-4
1,-24,-1,0,0,0,-34,-1
-1,24,1,0,0,0,34,1
1,7,0,0,0,0,174,0
-1,-7,0,0,0,0,-174,0
1,49,18,0,0,0,98,8
-1,-49,-18,0,0,0,-98,-8
1,15,14,0,2,0,267,8
-1,-15,-14,0,-2,0,-267,-8
1,11,6,0,0,0,73,1
-1,-11,-6,0,0,0,-73,-1
1,14,15,0,0,0,0,13
-1,-14,-15,0,0,0,0,-13
1,38,27,0,0,0,49,17
-1,-38,-27,0,0,0,-49,-17
1,19,16,0,0,0,85,4
-1,-19,-16,0,0,0,-85,-4
1,36,37,0,0,0,47,25
-1,-36,-37,0,0,0,-47,-25
1,-25,-10,-2,0,0,6,1
-1,25,10,2,0,0,-6,-1
1,-5,3,0,1,-1,142,-3
-1,5,-3,0,-1,1,-142,3
1,1,-5,0,0,0,-42,3
-1,-1,5,0,0,0,42,-3
1,34,18,0,1,0,17,0
-1,-34,-18,0,-1,0,-17,0
1,26,10,0,-1,0,-35,14
-1,-26,-10,0,1,0,35,-14
1,44,34,0,0,0,238,28
-1,-44,-34,0,0,0,-238,-28
1,39,25,1,1,0,12,26
-1,-39,-25,-1,-1,0,-12,-26
2,55,35,0,3,2,168,28
-2,-55,-35,0,-3,-2,-168,-28
1,-5,10,0,0,0,76,9
-1,5,-10,0,0,0,-76,-9
1,-17,-6,0,0,0,12,-1
-1,17,6,0,0,0,-12,1
1,10,7,0,0,0,-9,0
-1,-10,-7,0,0,0,9,0
1,10,7,0,0,0,0,9
-1,-10,-7,0,0,0,0,-9
1,41,16,0,0,0,-6,-1
-1,-41,-16,0,0,0,6,1
1,-34,-24,0,0,0,0,-4
-1,34,24,0,0,0,0,4
1,-10,-12,0,0,0,0,4
-1,10,12,0,0,0,0,-4
1,-3,0,0,-1,0,-2,-3
-1,3,0,0,1,0,2,3
1,2,0,0,1,0,104,-2
-1,-2,0,0,-1,0,-104,2
1,-1,-9,0,-1,0,-23,2
-1,1,9,0,1,0,23,-2
1,5,5,0,-1,0,-99,0
-1,-5,-5,0,1,0,99,0
1,-3,-1,0,1,0,93,0
-1,3,1,0,-1,0,-93,0
2,83,40,0,0,0,55,33
-2,-83,-40,0,0,0,-55,-33
1,-4,4,0,0,0,0,-3
-1,4,-4,0,0,0,0,3
2,-18,-6,3,0,0,32,-8
-2,18,6,-3,0,0,-32,8
1,2,8,0,1,0,182,7
-1,-2,-8,0,-1,0,-182,-7
1,10,12,0,3,-1,234,11
-1,-10,-12,0,-3,1,-234,-11
1,8,7,0,2,1,261,6
-1,-8,-7,0,-2,-1,-261,-6
1,-6,8,0,0,0,-21,14
-1,6,-8,0,0,0,21,-14
1,-11,21,0,-1,0,-38,28
-1,11,-21,0,1,0,38,-28
1,18,-3,1,0,0,75,-18
-1,-18,3,-1,0,0,-75,18
1,0,10,1,1,0,120,13
-1,0,-10,-1,-1,0,-120,-13
1,15,5,0,0,0,-45,0
-1,-15,-5,0,0,0,45,0
1,9,6,0,2,0,231,10
-1,-9,-6,0,-2,0,-231,-10
1,8,6,0,2,0,103,-2
-1,-8,-6,0,-2,0,-103,2
1,-17,-9,0,2,0,115,-4
-1,17,9,0,-2,0,-115,4
1,33,12,0,-1,0,-37,-1
-1,-33,-12,0,1,0,37,1
1,30,14,0,0,0,16,0
-1,-30,-14,0,0,0,-16,0
1,-1,-2,0,0,0,0,4
-1,1,2,0,0,0,0,-4
1,10,7,0,1,0,86,2
-1,-10,-7,0,-1,0,-86,-2
1,-13,-12,0,1,0,146,-1
-1,13,12,0,-1,0,-146,1
1,34,21,0,0,0,-106,12
-1,-34,-21,0,0,0,106,-12
1,1,-5,0,2,0,246,-1
-1,-1,5,0,-2,0,-246,1
1,37,14,0,0,0,0,4
-1,-37,-14,0,0,0,0,-4
1,68,29,0,0,0,0,21
-1,-68,-29,0,0,0,0,-21
1,-21,-14,0,0,0,0,-5
-1,21,14,0,0,0,0,5
1,18,11,0,0,0,114,5
-1,-18,-11,0,0,0,-114,-5
1,-5,11,0,1,0,129,11
-1,5,-11,0,-1,0,-129,-11
1,-10,17,0,0,0,59,11
-1,10,-17,0,0,0,-59,-11
1,-11,1,0,0,0,-63,8
-1,11,-1,0,0,0,63,-8
1,-8,4,1,0,0,127,11
-1,8,-4,-1,0,0,-127,-11
1,1,2,0,0,0,200,2
-1,-1,-2,0,0,0,-200,-2
1,2,1,0,3,0,285,1
-1,-2,-1,0,-3,0,-285,-1
1,14,6,0,3,0,257,5
-1,-14,-6,0,-3,0,-257,-5
1,6,1,0,2,0,273,-1
-1,-6,-1,0,-2,0,-273,1
1,-1,14,0,-1,-1,-39,18
-1,1,-14,0,1,1,39,-18
2,9,19,0,1,0,15,12
-2,-9,-19,0,-1,0,-15,-12
1,-16,13,0,-1,0,57,11
-1,16,-13,0,1,0,-57,-11
1,8,5,0,4,0,248,2
-1,-8,-5,0,-4,0,-248,-2
1,4,0,0,3,0,215,0
-1,-4,0,0,-3,0,-215,0
1,-5,-5,0,5,0,214,0
-1,5,5,0,-5,0,-214,0
1,8,12,0,0,0,0,7
-1,-8,-12,0,0,0,0,-7
1,7,7,0,0,0,12,6
-1,-7,-7,0,0,0,-12,-6
1,3,0,0,0,0,159,2
-1,-3,0,0,0,0,-159,-2
1,4,-6,0,1,0,125,-1
-1,-4,6,0,-1,0,-125,1
1,7,2,0,0,0,128,-1
-1,-7,-2,0,0,0,-128,1
1,6,-9,0,1,-1,118,-3
-1,-6,9,0,-1,1,-118,3
1,1,0,0,1,0,251,0
-1,-1,0,0,-1,0,-251,0
1,47,25,0,-2,0,8,18
-1,-47,-25,0,2,0,-8,-18
1,27,9,0,0,1,63,10
-1,-27,-9,0,0,-1,-63,-10
1,-14,-12,0,1,1,43,-7
-1,14,12,0,-1,-1,-43,7
1,-3,-1,0,1,2,242,0
-1,3,1,0,-1,-2,-242,0
1,91,58,0,0,0,28,49
-1,-91,-58,0,0,0,-28,-49
1,1,1,0,0,0,-32,5
-1,-1,-1,0,0,0,32,-5
1,11,6,0,1,0,-19,4
-1,-11,-6,0,-1,0,19,-4
1,8,10,0,1,0,4,7
-1,-8,-10,0,-1,0,-4,-7
1,-8,6,0,0,0,-26,12
-1,8,-6,0,0,0,26,-12
1,10,6,0,1,0,111,7
-1,-10,-6,0,-1,0,-111,-7
1,-6,-3,0,1,0,120,-7
-1,6,3,0,-1,0,-120,7
1,-9,18,0,0,0,0,0
-1,9,-18,0,0,0,0,0
1,15,-11,0,0,0,0,-3
-1,-15,11,0,0,0,0,3
1,-15,24,0,0,0,0,1
-1,15,-24,0,0,0,0,-1
1,3,3,0,1,0,264,3
-1,-3,-3,0,-1,0,-264,-3
1,-21,-10,0,2,0,141,-1
-1,21,10,0,-2,0,-141,1
1,-18,-12,0,1,0,125,0
-1,18,12,0,-1,0,-125,0
1,8,1,0,0,0,-89,4
-1,-8,-1,0,0,0,89,-4
1,9,8,0,0,0,-20,8
-1,-9,-8,0,0,0,20,-8
1,6,5,0,0,0,-121,5
-1,-6,-5,0,0,0,121,-5
1,30,-5,0,0,0,0,0
-1,-30,5,0,0,0,0,0
1,-38,11,0,0,0,0,6
-1,38,-11,0,0,0,0,-6
1,-62,11,0,0,0,0,-2
-1,62,-11,0,0,0,0,2
1,11,2,-1,0,0,-25,-2
-1,-11,-2,1,0,0,25,2
1,38,27,0,0,0,8,13
-1,-38,-27,0,0,0,-8,-13
1,22,-1,0,0,0,3,-1
-1,-22,1,0,0,0,-3,1
1,15,4,0,0,0,94,3
-1,-15,-4,0,0,0,-94,-3
1,20,15,0,0,0,-14,4
-1,-20,-15,0,0,0,14,-4
1,4,-3,0,2,0,158,-2
-1,-4,3,0,-2,0,-158,2
1,12,8,0,4,0,241,10
-1,-12,-8,0,-4,0,-241,-10
1,7,3,0,1,0,223,4
-1,-7,-3,0,-1,0,-223,-4
1,7,6,0,4,0,271,6
-1,-7,-6,0,-4,0,-271,-6
1,20,4,0,0,0,0,6
-1,-20,-4,0,0,0,0,-6
1,17,9,0,0,0,0,6
-1,-17,-9,0,0,0,0,-6
1,1,0,0,0,0,89,-2
-1,-1,0,0,0,0,-89,2
1,9,8,0,0,0,-78,7
-1,-9,-8,0,0,0,78,-7
1,28,5,0,0,0,-87,3
-1,-28,-5,0,0,0,87,-3
1,14,4,0,0,0,0,7
-1,-14,-4,0,0,0,0,-7
1,13,10,0,0,0,22,14
-1,-13,-10,0,0,0,-22,-14
1,11,14,0,0,0,27,15
-1,-11,-14,0,0,0,-27,-15
1,7,13,0,0,0,23,24
-1,-7,-13,0,0,0,-23,-24
1,26,31,0,0,0,29,28
-1,-26,-31,0,0,0,-29,-28
1,9,15,0,0,0,0,22
-1,-9,-15,0,0,0,0,-22
1,-8,-2,0,0,0,-47,10
-1,8,2,0,0,0,47,-10
1,-3,13,1,0,0,-44,24
-1,3,-13,-1,0,0,44,-24
1,-13,-4,0,0,0,40,-2
-1,13,4,0,0,0,-40,2
1,16,6,0,0,0,-3,9
-1,-16,-6,0,0,0,3,-9
1,33,21,0,0,0,0,13
-1,-33,-21,0,0,0,0,-13
1,9,7,0,2,0,161,5
-1,-9,-7,0,-2,0,-161,-5
1,-2,-1,0,1,0,201,-2
-1,2,1,0,-1,0,-201,2
1,6,5,0,1,0,232,2
-1,-6,-5,0,-1,0,-232,-2
1,10,9,0,0,0,-95,7
-1,-10,-9,0,0,0,95,-7
1,-6,-2,0,1,0,215,-3
-1,6,2,0,-1,0,-215,3
1,19,17,0,0,0,-67,12
-1,-19,-17,0,0,0,67,-12
1,18,5,0,1,0,22,-3
-1,-18,-5,0,-1,0,-22,3
1,26,1,0,0,0,-10,-6
-1,-26,-1,0,0,0,10,6
1,-12,-2,0,2,0,80,8
-1,12,2,0,-2,0,-80,-8
1,-24,-3,-1,2,0,77,3
-1,24,3,1,-2,0,-77,-3
1,-29,-3,0,2,0,54,5
-1,29,3,0,-2,0,-54,-5
1,11,17,0,1,0,209,17
-1,-11,-17,0,-1,0,-209,-17
1,30,21,0,1,0,263,18
-1,-30,-21,0,-1,0,-263,-18
2,39,34,0,1,0,177,24
-2,-39,-34,0,-1,0,-177,-24
1,1,2,0,0,0,55,1
-1,-1,-2,0,0,0,-55,-1
1,3,5,0,0,0,-53,4
-1,-3,-5,0,0,0,53,-4
1,27,20,0,0,0,18,13
-1,-27,-20,0,0,0,-18,-13
1,-7,-2,1,1,-3,132,3
-1,7,2,-1,-1,3,-132,-3
1,1,-3,0,0,1,-68,-2
-1,-1,3,0,0,-1,68,2
1,-12,4,0,1,0,78,6
-1,12,-4,0,-1,0,-78,-6
1,19,8,0,0,0,-11,5
-1,-19,-8,0,0,0,11,-5
1,-2,-1,0,1,0,231,-2
-1,2,1,0,-1,0,-231,2
1,6,14,0,0,0,20,12
-1,-6,-14,0,0,0,-20,-12
1,13,6,0,-1,0,-35,9
-1,-13,-6,0,1,0,35,-9
1,-4,-3,0,0,0,29,-6
-1,4,3,0,0,0,-29,6
1,23,13,0,0,0,179,0
-1,-23,-13,0,0,0,-179,0
1,-4,-3,0,0,0,2,-4
-1,4,3,0,0,0,-2,4
1,5,-4,0,0,0,0,1
-1,-5,4,0,0,0,0,-1
1,11,8,0,0,0,0,0
-1,-11,-8,0,0,0,0,0
1,26,20,0,0,0,-2,22
-1,-26,-20,0,0,0,2,-22
1,19,12,0,0,0,0,14
-1,-19,-12,0,0,0,0,-14
1,6,5,0,1,0,2,-4
-1,-6,-5,0,-1,0,-2,4
1,7,7,0,0,0,9,15
-1,-7,-7,0,0,0,-9,-15
1,4,-1,0,0,0,0,15
-1,-4,1,0,0,0,0,-15
1,20,15,0,0,0,-102,4
-1,-20,-15,0,0,0,102,-4
1,44,31,0,2,0,-3,26
-1,-44,-31,0,-2,0,3,-26
1,20,19,0,0,0,-45,13
-1,-20,-19,0,0,0,45,-13
1,51,8,0,0,0,19,4
-1,-51,-8,0,0,0,-19,-4
1,-26,16,0,1,0,23,12
-1,26,-16,0,-1,0,-23,-12
1,30,-1,0,1,0,50,-1
-1,-30,1,0,-1,0,-50,1
1,-6,-5,0,0,2,23,-3
-1,6,5,0,0,-2,-23,3
1,12,3,0,0,1,-211,2
-1,-12,-3,0,0,-1,211,-2
1,-7,-10,0,1,1,139,-6
-1,7,10,0,-1,-1,-139,6
1,3,1,0,-1,0,-17,9
-1,-3,-1,0,1,0,17,-9
1,9,3,0,2,0,116,8
-1,-9,-3,0,-2,0,-116,-8
1,-15,6,1,0,0,-5,7
-1,15,-6,-1,0,0,5,-7
1,-16,3,1,0,0,2,6
-1,16,-3,-1,0,0,-2,-6
1,21,4,0,1,0,89,2
-1,-21,-4,0,-1,0,-89,-2
1,14,5,0,-2,0,-105,0
-1,-14,-5,0,2,0,105,0
1,3,0,0,2,0,139,0
-1,-3,0,0,-2,0,-139,0
1,8,7,0,-1,0,19,7
-1,-8,-7,0,1,0,-19,-7
1,-41,-16,0,0,0,-32,9
-1,41,16,0,0,0,32,-9
1,43,34,0,-1,0,-5,-1
-1,-43,-34,0,1,0,5,1
1,75,51,0,0,0,-37,9
-1,-75,-51,0,0,0,37,-9
1,1,6,0,3,0,66,3
-1,-1,-6,0,-3,0,-66,-3
1,14,10,0,1,0,79,12
-1,-14,-10,0,-1,0,-79,-12
1,8,10,0,5,0,252,10
-1,-8,-10,0,-5,0,-252,-10
1,3,3,1,0,-1,261,1
-1,-3,-3,-1,0,1,-261,-1
2,1,2,0,1,2,280,3
-2,-1,-2,0,-1,-2,-280,-3
1,-8,1,0,0,0,83,-10
-1,8,-1,0,0,0,-83,10
1,0,0,0,1,1,212,0
-1,0,0,0,-1,-1,-212,0
1,-1,4,0,0,0,192,2
-1,1,-4,0,0,0,-192,-2
1,-5,1,0,0,0,57,-3
-1,5,-1,0,0,0,-57,3
1,3,0,0,0,0,-132,7
-1,-3,0,0,0,0,132,-7
1,-8,-6,0,2,0,147,-4
-1,8,6,0,-2,0,-147,4
1,25,13,0,0,0,-39,22
-1,-25,-13,0,0,0,39,-22
1,8,5,0,3,0,209,0
-1,-8,-5,0,-3,0,-209,0
1,4,3,0,1,0,264,4
-1,-4,-3,0,-1,0,-264,-4
2,16,19,0,1,0,268,16
-2,-16,-19,0,-1,0,-268,-16
1,-13,-13,0,0,0,197,-1
-1,13,13,0,0,0,-197,1
1,1,-4,0,1,1,-50,1
-1,-1,4,0,-1,-1,50,-1
1,7,5,0,0,0,-164,7
-1,-7,-5,0,0,0,164,-7
1,-17,-14,0,0,0,-9,14
-1,17,14,0,0,0,9,-14
1,10,11,0,0,0,99,0
-1,-10,-11,0,0,0,-99,0
1,6,8,0,0,0,1,1
-1,-6,-8,0,0,0,-1,-1
1,4,1,0,-1,0,-18,-12
-1,-4,-1,0,1,0,18,12
1,14,4,0,0,0,0,15
-1,-14,-4,0,0,0,0,-15
1,2,-2,0,-1,0,-240,1
-1,-2,2,0,1,0,240,-1
1,-24,-8,0,2,0,117,-3
-1,24,8,0,-2,0,-117,3
1,2,3,0,2,0,205,-3
-1,-2,-3,0,-2,0,-205,3
1,-6,-9,0,1,0,145,1
-1,6,9,0,-1,0,-145,-1
1,14,15,0,-2,0,-72,12
-1,-14,-15,0,2,0,72,-12
1,22,16,0,0,0,-37,18
-1,-22,-16,0,0,0,37,-18
1,5,9,0,0,0,0,-2
-1,-5,-9,0,0,0,0,2
1,0,20,0,0,0,0,8
-1,0,-20,0,0,0,0,-8
1,-4,8,0,2,0,27,2
-1,4,-8,0,-2,0,-27,-2
1,-28,-13,0,1,0,150,-8
-1,28,13,0,-1,0,-150,8
1,15,9,0,-1,0,-115,10
-1,-15,-9,0,1,0,115,-10
1,10,-14,0,-1,0,-18,-4
-1,-10,14,0,1,0,18,4
1,-3,1,0,1,0,96,0
-1,3,-1,0,-1,0,-96,0
1,16,7,0,1,0,219,2
-1,-16,-7,0,-1,0,-219,-2
1,10,3,0,0,-1,22,0
-1,-10,-3,0,0,1,-22,0
1,17,7,1,-1,0,-142,8
-1,-17,-7,-1,1,0,142,-8
2,17,5,0,0,2,266,5
-2,-17,-5,0,0,-2,-266,-5
1,-3,-6,0,1,0,184,-6
-1,3,6,0,-1,0,-184,6
1,4,1,0,-1,0,38,1
-1,-4,-1,0,1,0,-38,-1
1,0,-6,0,1,0,31,0
-1,0,6,0,-1,0,-31,0
1,1,-2,0,2,0,227,-2
-1,-1,2,0,-2,0,-227,2
1,0,8,0,0,0,1,-1
-1,0,-8,0,0,0,-1,1
1,13,11,1,0,1,117,12
-1,-13,-11,-1,0,-1,-117,-12
1,40,29,0,-1,1,91,28
-1,-40,-29,0,1,-1,-91,-28
1,0,0,0,0,0,0,-2
-1,0,0,0,0,0,0,2
1,8,1,0,0,0,0,-2
-1,-8,-1,0,0,0,0,2
1,4,2,0,0,0,-2,3
-1,-4,-2,0,0,0,2,-3
1,1,2,0,2,0,18,-3
-1,-1,-2,0,-2,0,-18,3
1,8,8,0,1,0,8,5
-1,-8,-8,0,-1,0,-8,-5
1,-4,0,0,0,0,0,0
-1,4,0,0,0,0,0,0
1,-6,1,0,0,0,0,4
-1,6,-1,0,0,0,0,-4
1,11,9,0,0,0,15,4
-1,-11,-9,0,0,0,-15,-4
