Number_of_Rounds,Opponent_A_Wins,Method,Opponent_A,Total_Strikes_Attempted_(A),Round_1_Sig_Strikes_Attempted_(A),Round_1_Sig_Strikes_Landed_(A),Round_1_KD_(A),Round_1_TD_(A),Round_1_Sub_Attempts_(A),Round_1_Ctrl_Time_(A),Round_1_Head_Strikes_(A),Round_2_Sig_Strikes_Attempted_(A),Round_2_Sig_Strikes_Landed_(A),Round_2_KD_(A),Round_2_TD_(A),Round_2_Sub_Attempts_(A),Round_2_Ctrl_Time_(A),Round_2_Head_Strikes_(A),Round_3_Sig_Strikes_Attempted_(A),Round_3_Sig_Strikes_Landed_(A),Round_3_KD_(A),Round_3_TD_(A),Round_3_Sub_Attempts_(A),Round_3_Ctrl_Time_(A),Round_3_Head_Strikes_(A),Round_4_Sig_Strikes_Attempted_(A),Round_4_Sig_Strikes_Landed_(A),Round_4_KD_(A),Round_4_TD_(A),Round_4_Sub_Attempts_(A),Round_4_Ctrl_Time_(A),Round_4_Head_Strikes_(A),Round_5_Sig_Strikes_Attempted_(A),Round_5_Sig_Strikes_Landed_(A),Round_5_KD_(A),Round_5_TD_(A),Round_5_Sub_Attempts_(A),Round_5_Ctrl_Time_(A),Round_5_Head_Strikes_(A),Opponent_B,Total_Strikes_Attempted_(B),Round_1_Sig_Strikes_Attempted_(B),Round_1_Sig_Strikes_Landed_(B),Round_1_KD_(B),Round_1_TD_(B),Round_1_Sub_Attempts_(B),Round_1_Ctrl_Time_(B),Round_1_Head_Strikes_(B),Round_2_Sig_Strikes_Attempted_(B),Round_2_Sig_Strikes_Landed_(B),Round_2_KD_(B),Round_2_TD_(B),Round_2_Sub_Attempts_(B),Round_2_Ctrl_Time_(B),Round_2_Head_Strikes_(B),Round_3_Sig_Strikes_Attempted_(B),Round_3_Sig_Strikes_Landed_(B),Round_3_KD_(B),Round_3_TD_(B),Round_3_Sub_Attempts_(B),Round_3_Ctrl_Time_(B),Round_3_Head_Strikes_(B),Round_4_Sig_Strikes_Attempted_(B),Round_4_Sig_Strikes_Landed_(B),Round_4_KD_(B),Round_4_TD_(B),Round_4_Sub_Attempts_(B),Round_4_Ctrl_Time_(B),Round_4_Head_Strikes_(B),Round_5_Sig_Strikes_Attempted_(B),Round_5_Sig_Strikes_Landed_(B),Round_5_KD_(B),Round_5_TD_(B),Round_5_Sub_Attempts_(B),Round_5_Ctrl_Time_(B),Round_5_Head_Strikes_(B),Decision1,Decision2,Decision3,Winner,Opponent_A_dec,Rd1A,Rd2A,Rd3A,Rd4A,Rd5A,Rd1B,Rd2B,Rd3B,Rd4B,Rd5B,Rd1C,Rd2C,Rd3C,Rd4C,Rd5C,Media score ratio of agreement,Rd1 Fans,Rd2 Fans,Rd3 Fans,Rd4 Fans,Rd5 Fans
3,0,2,Bruno Silva,112,33,19,0,1,0,0:50,11,21,8,0,1,0,0:13,3,43,18,0,1,0,0:28,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,David Dvorak,161,38,14,0,0,0,0:00,6,35,17,0,0,0,1:05,8,60,36,0,0,0,0:08,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Dvorak,David Dvorak,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.889,-0.918,0.796,0.756,nan,nan
3,0,2,Veronica Hardy,271,112,37,0,0,0,0:00,19,70,24,0,0,0,0:02,18,76,32,0,0,0,0:10,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Bea Malecki,326,81,36,0,0,0,0:00,25,87,48,0,0,0,1:54,35,79,46,0,0,0,1:30,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Malecki,Bea Malecki,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.778,-0.902,1.05,0.584,nan,nan
5,1,2,Israel Adesanya,132,11,2,0,0,0,0:00,0,29,11,0,0,0,0:00,3,30,12,0,0,0,0:00,3,33,11,0,0,0,0:00,4,29,12,0,0,0,0:00,4,Yoel Romero,89,6,4,0,0,0,0:00,1,14,7,0,0,0,0:00,5,14,9,0,0,0,0:00,2,22,6,0,0,0,0:00,4,33,14,0,0,0,0:00,8,46 49,47 48,47 48,Adesanya,Israel Adesanya,-1,-1,1,1,1,-1,1,1,1,1,-1,-1,1,1,1,0.571,-0.876,-0.515,0.857,0.817,-0.367
3,1,2,Neil Magny,188,32,12,0,1,0,1:01,7,42,26,0,2,0,2:18,24,65,36,0,1,0,1:47,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Li Jingliang,65,23,8,0,2,0,1:19,5,4,1,0,0,0,2:07,1,35,7,0,0,0,0:13,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Magny,Neil Magny,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,0.471,1.528,1.305,nan,nan
3,1,3,Alex Oliveira,98,24,9,0,0,0,0:12,6,41,23,0,0,0,1:35,9,12,8,0,1,0,1:43,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Max Griffin,96,16,7,0,2,0,2:37,6,28,12,0,0,0,0:06,9,6,4,0,0,0,2:50,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Oliveira,Alex Oliveira,-1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.706,-0.663,0.905,0.348,nan,nan
3,1,2,Mark Madsen,65,9,0,0,3,0,3:42,0,21,9,0,3,0,2:41,9,28,6,0,2,0,1:38,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Austin Hubbard,79,14,6,0,0,0,0:00,3,22,8,0,0,0,0:00,3,39,27,0,0,0,0:00,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Madsen,Mark O. Madsen,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,1.0,0.96,0.96,-1.079,nan,nan
3,1,3,Giga Chikadze,125,34,13,0,0,0,0:00,5,35,12,0,0,0,0:20,5,53,13,0,0,0,0:00,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Jamall Emmers,130,22,8,0,0,0,0:00,1,32,14,0,1,0,1:26,4,73,32,0,1,0,0:37,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29 28,28 29,28 29,Chikadze,Giga Chikadze,1,1,-1,--,--,1,1,-1,--,--,1,-1,-1,--,--,0.714,0.984,0.024,-0.976,nan,nan
3,0,2,Gabriel Silva,112,74,24,0,1,0,0:49,17,6,2,0,1,1,1:38,1,17,5,0,0,0,0:02,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Kyler Phillips,195,102,51,0,0,0,0:02,35,20,8,0,1,0,2:13,7,46,30,0,1,1,3:37,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Phillips,Kyler Phillips,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Marcin Tybura,199,45,23,0,1,0,2:49,20,21,5,0,0,0,3:11,2,40,15,0,1,0,2:22,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Serghei Spivac,101,27,10,0,0,0,0:00,10,23,11,0,0,0,0:00,9,33,5,0,0,0,0:00,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,28 29,Tybura,Marcin Tybura,1,1,1,--,--,1,-1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Luis Pena,95,33,21,0,0,0,4:11,19,6,6,0,0,1,4:54,5,3,0,0,0,0,4:57,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Steve Garcia,153,26,15,0,1,0,0:14,10,7,4,0,0,0,0:00,4,6,2,0,0,1,0:00,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Pena,Luis Pena,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Sean Brady,191,45,19,0,0,0,0:00,9,26,18,0,2,0,3:46,12,20,10,0,2,1,4:12,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Ismail Naurdiev,88,66,28,0,0,0,0:13,12,14,6,0,0,0,0:03,2,7,3,0,0,0,0:02,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,27 29,27 30,Brady,Sean Brady,-1,1,1,--,--,1,1,1,--,--,-1,1,2,--,--,1.0,nan,nan,nan,nan,nan
5,0,3,Paul Felder,243,42,16,0,0,0,0:03,5,48,26,0,0,0,0:00,10,57,28,0,0,0,0:00,14,47,25,0,0,0,0:00,22,36,15,0,0,0,0:00,13,Dan Hooker,234,46,24,0,0,0,0:23,7,43,26,0,0,0,0:58,15,63,39,0,0,0,0:22,29,36,15,0,0,0,1:50,8,33,18,0,1,0,1:32,13,48 47,47 48,47 48,Hooker,Dan Hooker,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,-1,-1,0.235,0.827,-0.214,0.444,-0.971,-0.441
3,0,2,Karolina Kowalkiewicz,103,40,19,0,0,0,0:13,10,35,14,0,0,0,1:18,8,10,5,0,0,1,0:13,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Yan Xiaonan,254,69,36,0,2,0,1:52,23,74,39,0,2,0,0:50,28,35,18,0,1,0,2:25,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,26 30,26 30,Xiaonan,Yan Xiaonan,2,1,1,--,--,2,1,1,--,--,1,2,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,3,Brad Riddell,97,5,3,1,0,0,0:37,3,29,17,0,0,0,0:02,8,38,18,0,1,0,1:23,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Magomed Mustafaev,56,17,12,0,4,0,3:07,2,22,12,0,3,0,2:00,6,7,4,0,1,0,1:56,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Riddell,Brad Riddell,-1,1,1,--,--,-1,-1,1,--,--,-1,1,1,--,--,0.455,-0.075,-0.04,0.915,nan,nan
3,1,2,Jake Matthews,112,19,10,1,1,0,3:55,10,12,9,0,2,0,3:55,8,42,14,0,1,0,0:37,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Emil Meek,162,14,2,0,0,0,0:00,1,30,15,0,0,0,0:04,12,74,33,0,0,0,0:00,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Matthews,Jake Matthews,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Kai Kara-France,257,78,19,0,0,0,0:00,11,80,25,0,0,0,0:17,13,99,34,0,0,0,0:00,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Tyson Nam,155,53,13,0,0,0,0:16,10,45,18,0,0,0,0:09,11,55,19,0,0,0,0:28,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Kara-France,Kai Kara-France,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Loma Lookboonmee,156,45,22,0,0,0,0:00,9,24,11,0,1,0,1:35,4,61,20,0,0,0,0:00,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Angela Hill,163,46,19,0,1,0,0:53,16,26,10,0,0,1,1:14,9,54,19,0,0,0,1:05,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,27 30,Hill,Angela Hill,1,1,-1,--,--,1,1,1,--,--,1,-1,1,--,--,1.0,0.876,0.469,0.312,nan,nan
3,1,2,Montana De La Rosa,128,18,8,0,0,0,1:53,3,15,7,0,1,0,4:01,6,34,12,1,0,1,2:36,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Mara Romero Borella,99,20,11,0,1,0,1:48,5,11,5,0,0,0,0:00,4,22,7,0,0,0,0:00,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,De La Rosa,Montana De La Rosa,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Rogerio Bontorin,35,14,7,0,0,0,1:32,2,2,1,0,0,0,0:00,1,4,1,0,0,0,0:11,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Ray Borg,74,13,8,0,2,0,2:17,8,11,10,0,2,0,4:36,10,21,17,0,6,0,4:30,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,25 30,Borg,Ray Borg,1,2,2,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Lando Vannata,189,51,29,0,0,0,0:00,14,65,34,0,0,0,0:04,9,72,36,0,0,0,0:00,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Yancy Medeiros,193,51,23,0,0,0,0:00,9,58,21,0,0,0,0:00,17,84,24,0,0,0,0:00,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Vannata,Lando Vannata,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Jim Miller,131,46,20,0,0,0,0:00,11,23,12,0,0,0,0:27,6,52,26,0,0,0,0:00,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Scott Holtzman,231,54,17,0,0,0,0:29,13,59,31,0,1,0,2:48,28,84,40,0,0,0,1:40,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,28 29,Holtzman,Scott Holtzman,1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Devin Clark,150,14,10,0,1,0,3:23,3,26,21,0,1,0,3:32,10,14,8,0,1,0,3:11,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Dequan Townsend,69,15,4,0,0,0,0:00,2,9,1,0,0,0,0:00,1,12,1,0,0,0,0:00,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,26 30,26 30,Clark,Devin Clark,1,1,1,--,--,1,2,1,--,--,1,2,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Casey Kenney,120,52,22,0,0,0,0:02,8,45,16,0,0,0,0:00,8,21,7,0,0,0,0:03,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Merab Dvalishvili,241,67,19,0,4,0,1:10,7,65,24,0,4,0,1:57,9,49,20,0,4,0,2:33,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,25 30,28 29,Dvalishvili,Merab Dvalishvili,-1,1,1,--,--,1,1,1,--,--,2,1,2,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Macy Chiasson,253,113,63,0,1,0,0:44,26,30,11,0,1,0,3:16,10,23,12,0,1,0,4:33,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Shanna Young,83,55,31,0,0,0,0:13,26,14,7,0,0,0,0:09,5,2,2,0,0,0,0:00,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,26 30,26 30,Chiasson,Macy Chiasson,1,1,2,--,--,1,1,2,--,--,1,1,2,--,--,1.0,nan,nan,nan,nan,nan
5,1,2,Jon Jones,170,27,17,0,0,0,0:00,1,37,22,0,0,0,0:00,8,34,19,0,0,0,0:15,7,34,20,0,1,0,0:55,8,34,26,0,1,0,0:31,7,Dominick Reyes,263,59,23,0,0,0,0:00,7,68,33,0,0,0,0:00,11,45,26,0,0,0,0:00,7,41,13,0,0,0,0:00,7,46,21,0,0,0,0:00,9,47 48,47 48,46 49,Jones,Jon Jones,-1,-1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,0.333,-0.984,-0.769,-0.7,0.863,0.958
3,0,3,Mirsad Bektic,74,26,7,0,0,0,0:02,6,13,5,0,2,1,4:32,3,21,5,0,1,0,1:59,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Dan Ige,117,45,26,0,1,0,0:51,15,8,4,0,0,0,0:00,1,35,13,0,0,0,0:03,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Ige,Dan Ige,1,-1,1,--,--,1,-1,-1,--,--,1,-1,1,--,--,0.769,0.96,-1.148,0.554,nan,nan
3,1,2,Derrick Lewis,58,13,7,0,0,0,0:29,2,13,2,0,0,0,0:08,0,24,11,0,0,0,0:04,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Ilir Latifi,77,6,2,0,0,0,2:25,1,5,2,0,2,0,3:16,0,1,1,0,1,0,3:07,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Lewis,Derrick Lewis,1,-1,1,--,--,1,-1,1,--,--,1,-1,1,--,--,0.923,0.75,-0.941,0.258,nan,nan
3,1,3,Trevin Giles,167,20,8,0,0,0,0:43,7,77,41,0,0,1,2:22,37,51,22,0,0,0,0:34,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,James Krause,98,5,5,0,1,3,3:22,1,22,10,0,0,1,0:13,1,53,29,0,0,0,0:17,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Giles,Trevin Giles,-1,1,1,--,--,-1,1,-1,--,--,1,1,-1,--,--,0.636,-0.93,1.116,-0.38,nan,nan
3,1,3,Lauren Murphy,228,80,32,0,1,0,0:29,28,73,33,0,1,0,0:22,30,44,15,0,0,0,1:40,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Andrea Lee,271,104,43,0,0,0,0:03,18,103,38,0,0,0,0:00,21,60,23,0,0,1,0:34,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,27 30,Murphy,Lauren Murphy,1,1,1,--,--,-1,1,-1,--,--,-1,1,1,--,--,0.0,-0.621,-0.417,-0.844,nan,nan
3,1,3,Andre Ewell,184,55,27,0,0,0,0:02,10,65,34,0,0,0,0:00,15,57,19,0,0,0,0:00,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Jonathan Martinez,151,34,17,0,0,0,1:30,7,58,29,0,0,0,0:00,16,50,20,0,0,0,0:00,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,27 30,29 28,Ewell,Andre Ewell,1,-1,1,--,--,-1,-1,1,--,--,1,1,1,--,--,0.0,-0.054,-0.572,-0.482,nan,nan
3,0,2,Austin Lingo,68,30,8,0,1,0,1:00,4,11,0,0,0,0,0:16,0,20,4,0,0,0,0:09,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Youssef Zalal,80,31,16,0,1,0,0:40,10,6,5,0,2,2,3:33,2,18,10,0,3,0,2:25,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Zalal,Youssef Zalal,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Rafael Dos Anjos,52,9,4,0,0,0,0:11,1,24,8,0,0,0,0:30,0,3,2,0,0,0,0:00,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Michael Chiesa,107,12,1,0,2,0,3:15,0,34,7,0,3,0,2:13,5,5,1,0,1,0,4:45,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,28 29,Chiesa,Michael Chiesa,1,-1,1,--,--,1,-1,1,--,--,1,1,1,--,--,1.0,0.807,-0.403,0.983,nan,nan
3,1,2,Jamahal Hill,236,64,27,0,0,0,0:02,11,119,54,0,0,0,0:00,29,50,20,0,0,0,0:00,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Darko Stosic,81,29,13,0,1,0,0:21,10,24,8,0,1,0,0:05,3,19,10,0,4,0,1:53,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Hill,Jamahal Hill,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.909,0.212,1.212,-0.516,nan,nan
3,1,2,Bevon Lewis,146,39,17,0,0,0,2:01,7,31,17,0,0,0,2:53,8,12,2,0,0,0,3:28,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Dequan Townsend,99,28,12,0,0,0,0:00,4,22,10,0,0,0,0:02,2,15,6,0,0,0,0:02,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Lewis,Bevon Lewis,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Arnold Allen,137,41,20,0,0,0,0:07,19,56,29,0,0,0,0:17,27,34,14,0,0,0,0:57,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Nik Lentz,190,49,16,0,0,0,0:56,8,68,24,0,0,0,0:17,13,55,9,0,0,0,0:04,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,27 30,Allen,Arnold Allen,-1,1,1,--,--,1,1,1,--,--,1,1,-1,--,--,1.0,-0.256,1.0,0.86,nan,nan
3,1,2,Justine Kish,135,43,21,0,0,0,0:00,5,41,23,0,0,0,0:07,6,45,18,0,1,0,0:28,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Lucie Pudilova,165,46,11,0,0,0,0:04,7,51,11,0,0,0,0:05,9,46,7,0,0,0,0:00,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Kish,Justine Kish,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,0.818,nan,nan,nan,nan,nan
3,1,2,Montel Jackson,130,54,41,0,4,0,3:25,34,32,24,1,4,0,3:49,21,17,10,0,3,0,3:23,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Felipe Colares,31,13,3,0,0,0,0:12,1,6,2,0,0,2,0:21,0,9,2,0,1,1,0:49,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,26 30,25 30,Jackson,Montel Jackson,2,1,1,--,--,2,2,1,--,--,2,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Sara McMann,84,12,10,0,1,1,4:30,0,16,10,0,1,0,4:11,4,22,18,0,1,0,4:43,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Lina Lansberg,51,2,0,0,0,0,0:00,0,2,1,0,0,0,0:00,0,1,0,0,0,0,0:00,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,26 30,25 30,McMann,Sara McMann,2,1,2,--,--,1,1,1,--,--,2,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Holly Holm,129,12,6,0,0,0,2:48,2,17,9,0,0,0,3:07,2,33,15,0,0,0,1:20,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Raquel Pennington,95,14,5,0,1,0,0:17,1,27,19,0,0,0,0:19,3,37,14,0,0,0,0:25,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,27 30,27 30,Holm,Holly Holm,1,-1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,0.928,0.31,0.404,nan,nan
3,1,2,Roxanne Modafferi,155,22,11,0,1,0,3:44,9,10,5,1,0,0,3:42,5,11,3,0,0,0,3:04,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Maycee Barber,45,14,5,0,0,0,0:12,5,7,4,0,0,0,1:07,3,10,7,0,0,1,0:57,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,26 30,Modafferi,Roxanne Modafferi,1,1,1,--,--,1,1,1,--,--,1,2,1,--,--,1.0,1.023,1.302,0.976,nan,nan
3,0,2,Andre Fili,152,63,23,0,3,0,1:19,16,13,6,0,0,0,0:43,3,69,20,0,0,0,0:01,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Sodiq Yusuff,177,69,35,0,0,1,0:43,30,37,22,0,0,0,3:32,11,49,16,0,0,0,0:00,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Yusuff,Sodiq Yusuff,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.938,0.248,1.001,-0.872,nan,nan
3,0,2,Tim Elliott,157,16,11,0,0,0,0:00,1,23,9,0,3,0,1:54,3,72,27,0,0,0,0:08,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Askar Askarov,173,34,17,0,0,0,2:55,15,36,20,0,0,0,1:10,15,80,36,0,0,0,0:00,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,27 30,27 30,Askarov,Askar Askarov,1,-1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,1.277,-0.362,0.873,nan,nan
3,1,2,Aleksa Camur,174,58,22,0,0,0,0:00,10,56,34,0,0,0,0:00,19,51,24,0,1,0,0:00,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Justin Ledet,148,34,7,0,0,0,0:08,7,54,24,0,0,0,0:32,15,43,13,0,0,0,0:34,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,27 30,27 30,Camur,Aleksa Camur,1,-1,1,--,--,1,1,1,--,--,1,1,1,--,--,0.909,0.538,0.334,0.924,nan,nan
3,1,3,Sabina Mazo,327,97,29,0,0,0,0:00,16,133,46,0,0,0,0:00,32,93,43,0,0,0,2:01,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,JJ Aldrich,156,47,15,0,0,0,0:00,11,53,26,0,0,0,0:00,20,44,17,0,0,0,0:03,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Mazo,Sabina Mazo,-1,1,1,--,--,-1,1,1,--,--,-1,-1,1,--,--,0.429,-0.904,-0.346,0.972,nan,nan
3,1,3,Volkan Oezdemir,199,39,12,0,0,0,0:29,4,40,21,0,0,0,0:00,6,65,30,0,0,0,0:03,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Aleksandar Rakic,162,47,23,0,1,1,0:47,12,39,22,0,0,0,0:31,12,61,30,0,0,0,1:20,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Oezdemir,Volkan Oezdemir,-1,1,1,--,--,-1,1,1,--,--,-1,-1,1,--,--,0.125,-0.975,-0.271,0.165,nan,nan
3,1,2,JunYong Park,193,64,31,0,1,0,0:43,20,48,18,0,3,0,2:12,13,75,28,0,1,0,0:33,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Marc-Andre Barriault,166,47,14,0,0,0,0:00,5,41,17,0,0,0,0:00,10,72,20,0,0,0,0:07,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,28 29,Park,Jun Yong Park,1,1,-1,--,--,1,1,-1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Ciryl Gane,160,38,10,0,0,0,0:00,3,47,21,0,0,0,0:00,14,75,34,0,0,0,0:00,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Tanner Boser,104,31,10,0,0,0,0:00,3,37,13,0,0,0,0:00,6,36,9,0,0,0,0:00,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,26 30,26 30,Gane,Ciryl Gane,1,1,2,--,--,1,1,2,--,--,1,1,2,--,--,1.0,0.883,0.929,1.607,nan,nan
3,1,2,SeungWoo Choi,254,54,27,0,0,0,1:36,17,82,44,1,0,0,2:44,33,51,24,0,0,0,2:29,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Suman Mokhtarian,115,29,12,0,0,0,0:29,4,20,8,0,0,0,0:00,3,30,13,0,0,0,0:00,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 29,26 29,25 29,Choi,Seungwoo Choi,-1,2,1,--,--,-1,2,1,--,--,-1,2,2,--,--,1.0,nan,nan,nan,nan,nan
