Number_of_Rounds,Opponent_A_Wins,Method,Opponent_A,Total_Strikes_Attempted_(A),Round_1_Sig_Strikes_Attempted_(A),Round_1_Sig_Strikes_Landed_(A),Round_1_KD_(A),Round_1_TD_(A),Round_1_Sub_Attempts_(A),Round_1_Ctrl_Time_(A),Round_1_Head_Strikes_(A),Round_2_Sig_Strikes_Attempted_(A),Round_2_Sig_Strikes_Landed_(A),Round_2_KD_(A),Round_2_TD_(A),Round_2_Sub_Attempts_(A),Round_2_Ctrl_Time_(A),Round_2_Head_Strikes_(A),Round_3_Sig_Strikes_Attempted_(A),Round_3_Sig_Strikes_Landed_(A),Round_3_KD_(A),Round_3_TD_(A),Round_3_Sub_Attempts_(A),Round_3_Ctrl_Time_(A),Round_3_Head_Strikes_(A),Round_4_Sig_Strikes_Attempted_(A),Round_4_Sig_Strikes_Landed_(A),Round_4_KD_(A),Round_4_TD_(A),Round_4_Sub_Attempts_(A),Round_4_Ctrl_Time_(A),Round_4_Head_Strikes_(A),Round_5_Sig_Strikes_Attempted_(A),Round_5_Sig_Strikes_Landed_(A),Round_5_KD_(A),Round_5_TD_(A),Round_5_Sub_Attempts_(A),Round_5_Ctrl_Time_(A),Round_5_Head_Strikes_(A),Opponent_B,Total_Strikes_Attempted_(B),Round_1_Sig_Strikes_Attempted_(B),Round_1_Sig_Strikes_Landed_(B),Round_1_KD_(B),Round_1_TD_(B),Round_1_Sub_Attempts_(B),Round_1_Ctrl_Time_(B),Round_1_Head_Strikes_(B),Round_2_Sig_Strikes_Attempted_(B),Round_2_Sig_Strikes_Landed_(B),Round_2_KD_(B),Round_2_TD_(B),Round_2_Sub_Attempts_(B),Round_2_Ctrl_Time_(B),Round_2_Head_Strikes_(B),Round_3_Sig_Strikes_Attempted_(B),Round_3_Sig_Strikes_Landed_(B),Round_3_KD_(B),Round_3_TD_(B),Round_3_Sub_Attempts_(B),Round_3_Ctrl_Time_(B),Round_3_Head_Strikes_(B),Round_4_Sig_Strikes_Attempted_(B),Round_4_Sig_Strikes_Landed_(B),Round_4_KD_(B),Round_4_TD_(B),Round_4_Sub_Attempts_(B),Round_4_Ctrl_Time_(B),Round_4_Head_Strikes_(B),Round_5_Sig_Strikes_Attempted_(B),Round_5_Sig_Strikes_Landed_(B),Round_5_KD_(B),Round_5_TD_(B),Round_5_Sub_Attempts_(B),Round_5_Ctrl_Time_(B),Round_5_Head_Strikes_(B),Decision1,Decision2,Decision3,Winner,Opponent_A_dec,Rd1A,Rd2A,Rd3A,Rd4A,Rd5A,Rd1B,Rd2B,Rd3B,Rd4B,Rd5B,Rd1C,Rd2C,Rd3C,Rd4C,Rd5C,Media score ratio of agreement,Rd1 Fans,Rd2 Fans,Rd3 Fans,Rd4 Fans,Rd5 Fans
3,0,2,Brandon Moreno,140,45,17,0,1,0,0:05,11,50,18,0,0,0,0:00,13,38,10,0,1,0,0:11,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Alexandre Pantoja,187,61,33,0,0,0,0:47,25,62,26,0,0,0,0:16,17,45,20,0,0,0,0:09,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,26 30,27 29,Pantoja,Alexandre Pantoja,2,1,-1,--,--,2,1,1,--,--,2,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Enrique Barzola,149,33,17,0,3,0,1:20,7,25,15,0,5,1,4:02,13,36,19,0,2,0,1:51,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Davis,102,35,15,0,0,0,0:35,9,4,1,0,0,0,0:18,0,48,13,0,0,0,0:00,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,26 30,26 30,Barzola,Enrique Barzola,1,2,1,--,--,1,2,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Henry Briones,123,42,23,0,0,0,0:00,14,42,13,0,0,0,0:08,8,20,8,0,0,1,0:00,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Frankie Saenz,138,45,24,0,1,0,0:34,9,47,26,1,1,0,0:54,14,28,16,0,2,0,2:42,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,26 30,Saenz,Frankie Saenz,1,1,2,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Alberto Mina,87,25,4,0,1,0,0:05,1,13,4,0,0,0,0:00,1,44,4,0,0,0,0:00,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Ramazan Emeev,100,27,13,0,1,0,1:14,8,28,12,0,2,0,3:37,10,29,14,0,0,0,0:15,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Emeev,Ramazan Emeev,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Frankie Edgar,139,43,16,0,0,0,0:14,8,53,21,0,0,0,0:00,12,40,21,0,0,0,0:37,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cub Swanson,132,42,13,0,0,0,0:00,8,50,18,0,0,0,0:00,14,38,17,0,0,0,0:00,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Edgar,Frankie Edgar,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Aljamain Sterling,181,39,18,0,0,0,0:23,4,72,44,0,1,0,0:59,26,41,27,0,2,0,0:00,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Brett Johns,119,34,6,0,1,0,1:35,5,39,15,0,0,0,1:32,13,16,6,0,0,0,3:24,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Sterling,Aljamain Sterling,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Ryan LaFlare,71,24,11,0,0,0,1:46,0,5,3,0,1,0,2:40,0,19,10,0,0,0,0:02,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Alex Garcia,66,29,6,0,0,0,0:00,3,4,2,0,3,0,1:29,2,21,3,0,2,0,2:37,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,LaFlare,Ryan LaFlare,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Corey Anderson,162,75,43,0,2,0,1:32,38,33,16,0,5,0,2:18,13,11,5,0,5,0,4:12,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Patrick Cummins,113,53,18,0,0,0,0:29,12,32,8,0,0,0,0:00,8,14,5,0,0,0,0:01,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,26 30,27 30,Anderson,Corey Anderson,2,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Anthony Rocco Martin,142,41,15,0,0,0,0:00,11,45,20,0,0,1,0:00,18,47,21,0,0,1,0:32,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Keita Nakamura,85,23,8,0,1,0,0:50,5,36,12,0,0,0,0:09,9,24,4,0,1,0,0:39,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Martin,Anthony Rocco Martin,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,3,Israel Adesanya,134,47,24,0,0,0,0:00,9,55,23,0,0,0,0:00,14,21,10,0,0,0,0:00,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Marvin Vettori,169,58,18,0,0,0,0:16,7,58,15,0,0,0,0:13,6,38,13,0,2,0,2:49,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Adesanya,Israel Adesanya,1,1,-1,--,--,1,1,-1,--,--,-1,1,-1,--,--,0.882,0.3,0.902,-0.887,nan,nan
3,1,3,Michelle Waterson-Gomez,103,36,23,0,1,0,1:36,11,21,16,0,1,0,2:45,10,27,22,0,1,0,1:42,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cortney Casey,126,38,16,0,0,0,0:23,9,25,11,0,0,2,0:23,8,33,9,0,0,1,0:56,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Waterson-Gomez,Michelle Waterson-Gomez,-1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.059,-0.48,0.567,-0.714,nan,nan
3,0,2,Wilson Reis,127,19,2,0,3,0,1:33,1,28,6,0,2,0,2:20,2,14,4,0,3,0,3:50,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,John Moraga,116,31,17,0,0,1,0:18,11,38,16,0,0,0,0:20,10,22,13,0,0,0,0:04,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Moraga,John Moraga,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,0.833,0.857,0.38,-1.024,nan,nan
3,0,2,Shana Dobson,213,79,27,0,0,0,0:03,16,72,21,0,0,0,0:00,12,55,20,0,1,0,0:41,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Lauren Mueller,171,57,26,0,0,0,0:29,11,55,15,0,0,0,0:22,9,44,17,0,2,0,1:57,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Mueller,Lauren Mueller,1,-1,1,--,--,1,-1,1,--,--,1,-1,1,--,--,0.75,nan,nan,nan,nan,nan
3,0,2,Dhiego Lima,31,4,2,0,0,0,0:00,0,18,9,0,0,0,0:02,6,2,0,0,0,0,0:03,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Yushin Okami,66,6,4,0,1,0,4:09,4,2,1,0,2,0,3:49,1,11,10,0,3,0,4:32,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26 30,26 30,26 30,Okami,Yushin Okami,1,1,2,--,--,1,1,2,--,--,1,1,2,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Luke Sanders,143,42,22,1,0,0,0:43,17,59,20,0,0,0,0:31,12,39,17,0,0,0,0:05,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Patrick Williams,117,23,15,0,0,0,0:44,1,45,24,0,1,0,0:11,7,41,22,0,0,0,0:00,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,28 29,Sanders,Luke Sanders,1,-1,1,--,--,1,1,1,--,--,1,1,1,--,--,0.933,nan,nan,nan,nan,nan
5,1,2,Khabib Nurmagomedov,352,24,13,0,3,0,3:59,12,34,19,0,2,0,3:59,17,87,37,0,0,0,0:00,31,93,35,0,0,0,0:00,32,66,30,0,1,1,2:35,30,Al Iaquinta,143,8,0,0,0,0,0:00,0,9,3,0,0,0,0:00,0,36,7,0,0,0,0:00,4,45,15,0,0,0,0:00,12,43,16,0,0,0,0:00,11,43 50,44 50,43 50,Nurmagomedov,Khabib Nurmagomedov,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1.0,1.258,1.792,0.98,0.877,1.323
5,1,2,Rose Namajunas,304,64,21,0,0,0,0:01,15,45,20,0,0,0,0:30,19,60,19,0,0,0,0:00,15,62,22,0,0,0,0:00,16,70,23,0,1,0,0:25,20,Joanna Jedrzejczyk,372,67,24,0,0,0,0:00,10,60,25,0,0,0,0:00,7,68,30,0,0,0,0:00,13,77,38,0,0,0,0:00,19,84,28,0,0,0,0:00,15,46 49,46 49,46 49,Namajunas,Rose Namajunas,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,1,0.818,0.882,0.678,-0.826,-0.731,0.673
3,1,2,Renato Moicano,207,56,25,0,0,0,0:00,10,64,40,0,0,0,0:00,17,86,51,0,0,0,0:00,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Calvin Kattar,140,47,15,0,0,0,0:00,12,38,9,0,0,0,0:00,9,55,17,0,0,0,0:01,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,27 30,27 30,Moicano,Renato Moicano,-1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,0.289,0.846,1.02,nan,nan
3,1,2,Zabit Magomedsharipov,237,91,41,0,0,0,0:00,26,70,30,0,2,0,1:46,23,56,26,0,3,0,2:02,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Kyle Bochniak,164,61,15,0,0,0,0:00,10,42,10,0,0,0,0:00,8,60,18,0,0,0,0:40,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,27 30,27 30,Magomedsharipov,Zabit Magomedsharipov,1,1,1,--,--,1,1,1,--,--,1,1,-1,--,--,1.0,1.025,1.061,0.598,nan,nan
3,1,3,Karolina Kowalkiewicz,262,73,35,0,0,0,0:31,20,91,51,0,0,0,0:40,32,84,40,0,0,0,0:00,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Felice Herrig,228,59,21,0,0,0,1:05,15,69,27,0,0,0,0:10,19,88,38,0,0,0,0:30,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Kowalkiewicz,Karolina Kowalkiewicz,1,1,-1,--,--,1,1,-1,--,--,-1,1,-1,--,--,1.0,0.847,0.983,0.212,nan,nan
3,0,2,Bec Rawlings,196,60,30,0,0,0,0:08,14,65,28,0,0,0,0:01,18,70,30,0,0,0,0:00,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Ashlee Evans-Smith,337,99,35,0,1,0,0:07,20,124,45,0,0,0,0:00,33,108,36,0,0,0,0:00,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Evans-Smith,Ashlee Evans-Smith,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Devin Clark,200,18,12,0,2,0,3:50,9,30,25,0,1,0,3:14,12,16,13,0,4,0,4:21,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Mike Rodriguez,95,24,14,0,0,0,0:19,6,29,16,0,0,0,0:18,8,13,10,0,0,0,0:01,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,27 30,27 30,Clark,Devin Clark,1,1,1,--,--,1,1,1,--,--,1,-1,1,--,--,1.0,nan,nan,nan,nan,nan
3,0,2,Jimi Manuwa,110,33,8,0,0,0,0:02,1,41,16,0,0,0,0:00,8,36,13,0,0,0,0:00,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Jan Blachowicz,219,65,27,1,0,0,1:04,25,55,28,0,0,0,1:21,23,71,42,0,1,0,0:27,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,27 30,Blachowicz,Jan Blachowicz,1,-1,1,--,--,1,1,1,--,--,1,-1,1,--,--,1.0,1.25,-0.4,1.012,nan,nan
3,1,2,Tom Duquesnoy,156,50,22,0,0,0,0:01,8,46,22,0,0,0,0:00,9,57,23,0,0,0,0:04,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Terrion Ware,295,70,26,0,1,0,0:16,14,84,34,0,0,0,0:56,24,113,25,0,1,0,0:16,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,27 30,Duquesnoy,Tom Duquesnoy,1,1,1,--,--,1,-1,1,--,--,1,1,-1,--,--,0.625,0.641,-0.566,-0.522,nan,nan
3,0,3,Stevie Ray,78,17,4,0,0,0,0:00,0,15,4,0,2,1,0:50,2,30,16,0,1,0,0:50,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Kajan Johnson,58,21,14,0,0,0,0:00,0,17,11,0,2,0,2:16,3,16,8,0,0,0,1:58,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,29 28,Johnson,Kajan Johnson,1,1,-1,--,--,1,1,-1,--,--,-1,1,-1,--,--,0.615,0.5,0.37,-0.925,nan,nan
3,1,2,Sean O'Malley,121,54,28,0,0,0,0:00,15,35,23,0,0,3,0:55,17,22,12,0,0,0,0:00,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Andre Soukhamthath,79,19,4,0,0,0,0:00,1,18,5,0,1,0,2:24,2,23,16,0,3,0,3:37,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 29,27 29,28 29,O'Malley,Sean O'Malley,1,1,-1,--,--,2,1,-1,--,--,2,1,-1,--,--,0.938,1.602,0.845,-1.051,nan,nan
3,0,2,Stefan Struve,78,24,14,0,0,0,0:01,4,18,7,0,0,0,1:16,3,32,13,0,0,0,0:00,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Andrei Arlovski,121,25,14,0,2,0,1:42,3,20,8,0,1,0,1:41,2,43,24,0,1,0,1:08,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,27 30,Arlovski,Andrei Arlovski,1,-1,1,--,--,1,1,1,--,--,1,-1,1,--,--,1.0,0.94,-0.181,0.818,nan,nan
3,0,3,Cat Zingano,128,45,22,0,0,0,0:00,11,14,9,0,0,0,0:00,7,47,28,0,0,0,0:14,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Ketlen Vieira,139,39,17,0,0,0,1:41,14,18,15,0,1,1,4:38,13,14,9,0,1,0,3:50,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,29 28,28 29,Vieira,Ketlen Vieira,1,1,-1,--,--,1,1,-1,--,--,-1,1,-1,--,--,1.0,0.723,1.108,0.292,nan,nan
3,0,3,Ashley Yoder,165,52,21,0,0,0,0:02,11,54,21,1,0,0,0:30,10,36,10,0,0,0,0:10,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Mackenzie Dern,149,52,25,0,0,0,2:14,15,51,21,0,0,0,0:44,9,40,24,0,1,1,2:52,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29 28,28 29,28 29,Dern,Mackenzie Dern,-1,-1,1,--,--,1,-1,1,--,--,1,-1,1,--,--,0.95,0.506,-0.888,0.932,nan,nan
3,1,3,John Dodson,184,59,22,0,0,0,0:00,10,70,33,0,0,0,0:00,20,55,21,0,0,0,0:00,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Pedro Munhoz,176,40,13,0,0,0,0:00,3,64,34,0,0,0,0:00,19,68,22,0,1,0,1:02,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29 28,27 30,28 29,Dodson,John Dodson,1,1,1,--,--,1,-1,-1,--,--,1,1,-1,--,--,0.714,0.972,-0.152,-0.097,nan,nan
3,0,3,Bryan Caraway,236,28,11,0,1,0,3:02,9,66,23,0,0,0,0:45,22,74,25,0,0,0,1:12,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Cody Stamann,186,34,15,0,0,0,0:00,10,58,32,0,0,0,0:00,24,74,48,0,0,0,0:00,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29 28,28 29,28 29,Stamann,Cody Stamann,-1,1,1,--,--,-1,1,1,--,--,-1,1,-1,--,--,0.267,-0.98,0.748,-0.04,nan,nan
3,1,3,Jordan Johnson,239,37,22,0,0,0,1:50,15,21,15,0,1,0,3:25,9,48,22,0,1,0,1:58,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Adam Milstead,145,53,20,0,0,0,0:00,15,24,11,0,0,0,0:00,9,56,27,0,0,0,0:00,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,30 27,28 29,Johnson,Jordan Johnson,-1,1,1,--,--,-1,-1,-1,--,--,-1,1,1,--,--,0.643,-0.806,0.694,-0.334,nan,nan
3,1,2,Jessica Andrade,237,99,39,0,1,0,0:19,24,33,16,0,4,0,3:01,7,46,37,0,5,0,3:55,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Tecia Torres,171,110,49,0,0,0,0:00,43,26,16,0,2,0,0:14,11,14,4,0,0,0,0:09,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 29,28 29,28 29,Andrade,Jessica Andrade,-1,1,2,--,--,-1,1,1,--,--,-1,1,1,--,--,0.952,-0.185,0.615,1.231,nan,nan
3,0,2,Mike Perry,110,40,14,0,1,0,0:45,4,36,16,0,0,0,0:00,9,34,15,0,0,0,0:33,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Max Griffin,171,61,27,0,0,0,0:07,19,72,37,1,0,0,0:13,30,35,14,0,0,0,0:04,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 29,27 29,27 30,Griffin,Max Griffin,1,1,1,--,--,1,2,-1,--,--,1,2,-1,--,--,1.0,0.934,1.4,-1.067,nan,nan
3,0,2,Maryna Moroz,339,104,26,0,0,0,0:00,12,87,19,0,0,0,0:31,9,130,39,0,0,0,0:00,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Angela Hill,216,73,38,0,0,0,0:28,20,54,29,0,1,0,1:10,17,82,47,0,0,0,0:23,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Hill,Angela Hill,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,0.917,nan,nan,nan,nan,nan
3,0,2,Eric Shelton,140,40,18,0,0,0,0:00,14,22,10,0,0,0,0:02,5,47,13,0,0,0,0:00,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Alex Perez,123,39,13,0,1,0,1:30,7,22,6,0,1,0,3:23,4,21,10,0,3,0,2:05,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Perez,Alex Perez,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,James Vick,162,61,23,1,0,0,0:12,9,50,25,0,1,0,0:15,11,47,20,0,0,0,0:00,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Francisco Trinaldo,91,27,7,0,2,1,1:11,3,30,9,0,1,0,0:21,3,33,10,0,0,0,0:04,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Vick,James Vick,1,1,-1,--,--,1,1,-1,--,--,1,1,-1,--,--,1.0,0.896,0.771,-0.208,nan,nan
3,0,2,Steven Peterson,296,109,26,0,0,0,0:00,17,72,20,0,1,0,1:39,12,105,27,0,0,0,0:09,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Davis,291,106,39,0,0,0,0:00,19,70,28,0,0,0,0:39,24,109,47,0,0,0,0:00,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,26 30,Davis,Brandon Davis,1,1,1,--,--,1,1,2,--,--,1,-1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Sage Northcutt,204,45,22,0,1,0,1:37,15,41,12,0,0,0,0:00,5,52,29,0,0,0,0:16,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Thibault Gouti,68,19,9,0,0,1,0:54,6,29,14,0,1,0,3:00,10,18,5,0,3,0,2:17,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Northcutt,Sage Northcutt,1,-1,1,--,--,1,-1,1,--,--,1,-1,1,--,--,0.316,0.297,-0.877,0.5,nan,nan
3,0,2,Sarah Moras,165,51,28,0,1,1,3:22,24,20,8,0,0,1,0:00,3,50,7,0,1,0,1:25,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Lucie Pudilova,171,37,23,1,0,0,0:53,23,35,19,1,0,0,3:50,16,62,33,0,0,0,0:09,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,27 29,Pudilova,Lucie Pudilova,-1,1,1,--,--,-1,1,1,--,--,-1,1,2,--,--,1.0,-0.5,0.934,0.866,nan,nan
5,1,3,Lyoto Machida,116,26,15,0,0,0,2:17,2,22,14,0,0,0,0:00,4,19,10,0,0,0,0:00,7,18,10,0,0,0,0:00,3,27,13,0,0,0,0:00,2,Eryk Anders,94,6,2,0,0,0,0:00,0,13,6,0,0,0,0:29,4,19,9,0,1,0,0:36,6,18,6,0,1,0,2:25,4,21,9,0,1,0,0:17,4,47 48,48 47,46 49,Machida,Lyoto Machida,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,1,-1,1,0.304,0.972,-0.157,-0.718,-0.829,0.7
3,1,2,Michel Prazeres,106,17,9,0,1,0,0:33,4,17,10,0,1,3,1:54,7,38,17,0,1,0,1:28,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Desmond Green,79,25,16,0,2,0,1:34,0,7,4,0,1,0,1:11,0,29,13,0,0,0,0:00,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,28 29,Prazeres,Michel Prazeres,1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,0.938,nan,nan,nan,nan,nan
3,1,2,Timothy Johnson,217,43,24,0,0,0,1:27,11,38,23,0,0,0,2:01,12,65,30,0,0,0,2:20,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Marcelo Golm,119,26,16,0,0,0,0:12,6,37,29,0,0,0,0:52,23,24,14,0,0,0,0:00,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,28 29,28 29,Johnson,Tim Johnson,1,1,1,--,--,1,-1,1,--,--,1,-1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,2,Douglas Silva de Andrade,234,56,27,0,1,0,0:22,11,78,30,0,0,0,0:12,18,98,40,0,0,0,0:01,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Marlon Vera,195,48,18,0,0,0,0:01,5,68,23,0,0,0,0:00,12,75,31,0,0,0,0:00,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27 30,27 30,27 30,Silva de Andrade,Douglas Silva de Andrade,1,1,1,--,--,1,1,1,--,--,1,1,1,--,--,1.0,nan,nan,nan,nan,nan
3,1,3,Sergio Moraes,195,51,20,0,0,0,0:00,17,62,29,0,0,0,0:00,22,79,38,0,0,0,0:00,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Tim Means,282,66,28,0,0,0,1:01,14,87,43,0,0,0,0:00,28,121,58,1,0,0,0:21,49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29 28,28 29,28 29,Moraes,Sergio Moraes,1,1,-1,--,--,1,-1,-1,--,--,1,1,-1,--,--,0.071,0.774,-0.726,-0.938,nan,nan
3,0,3,Dennis Bermudez,227,66,35,0,0,0,1:16,19,48,27,0,0,0,1:23,12,82,41,0,1,0,0:32,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Andre Fili,242,70,28,0,2,0,0:10,23,59,23,0,2,0,0:35,19,100,29,0,0,0,0:05,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,30 27,28 29,Fili,Andre Fili,1,-1,1,--,--,1,1,-1,--,--,-1,-1,-1,--,--,0.2,0.007,-0.152,-0.93,nan,nan
3,1,2,Drew Dober,338,70,30,0,0,0,0:08,14,134,67,0,0,0,0:03,46,118,48,0,0,0,0:14,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Frank Camacho,269,41,17,0,2,0,2:12,14,79,37,0,0,0,0:21,24,103,52,0,1,0,0:31,42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,27 30,Dober,Drew Dober,-1,1,1,--,--,-1,1,1,--,--,1,1,1,--,--,0.5,-0.848,0.988,-0.207,nan,nan
3,0,2,Erik Koch,150,45,22,0,1,0,1:28,17,72,25,0,0,0,0:00,19,29,9,0,0,0,0:28,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Bobby Green,220,40,27,0,0,0,0:44,8,77,34,0,0,0,0:04,12,77,49,0,1,0,2:29,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28 29,28 29,28 29,Green,Bobby Green,-1,1,1,--,--,-1,1,1,--,--,-1,1,1,--,--,1.0,nan,nan,nan,nan,nan
